title,rank,meta,rating
Another Miss Oh,#1148,"Korean Drama - 2016, 18 episodes",8.1
The Heart,#1149,"Chinese Drama - 2023, 38 episodes",8.1
Kiss Me,#1150,"Thai Drama - 2015, 20 episodes",8.1
Semantic Error,#1151,"Korean Drama - 2022, 8 episodes",8.1
Memory Lost Season 2,#1152,"Chinese Drama - 2016, 12 episodes",8.1
This Love Doesn't Have Long Beans,#1153,"Thai Drama - 2024, 8 episodes",8.1
Love for You,#1154,"Chinese Drama - 2026, 32 episodes",8.1
Code Blue Special,#1155,"Japanese Special - 2009, 1 episodes",8.1
Cinderella Closet,#1156,"Japanese Drama - 2025, 12 episodes",8.1
Black Dog,#1157,"Korean Drama - 2019, 16 episodes",8.1
As Beautiful as You,#1158,"Chinese Drama - 2024, 40 episodes",8.1
Faithful,#1159,"Chinese Drama - 2023, 25 episodes",8.1
Thank You,#1160,"Korean Drama - 2007, 16 episodes",8.1
Doubt,#1161,"Korean Drama - 2024, 10 episodes",8.1
Light to the Night,#1162,"Chinese Drama - 2026, 28 episodes",8.1
Tokyo Vice Season 2,#1163,"Japanese Drama - 2024, 10 episodes",8.1
Ode to Joy Season 2,#1164,"Chinese Drama - 2017, 55 episodes",8.1
Meet Me @ 1006,#1165,"Taiwanese Drama - 2018, 26 episodes",8.1
Be Yourself,#1166,"Chinese Drama - 2021, 24 episodes",8.1
The Art of Sarah,#1167,"Korean Drama - 2026, 8 episodes",8.1
Melody of Golden Age,#1168,"Chinese Drama - 2024, 40 episodes",8.1
Drama Special Season 7: The Legendary Lackey,#1169,"Korean Special - 2016, 1 episodes",8.1
Our Blooming Youth,#1170,"Korean Drama - 2023, 20 episodes",8.1
Duang With You Limited Version,#1171,"Thai Drama - 2026, 12 episodes",8.2
Legal High,#1172,"Japanese Drama - 2012, 11 episodes",8.1
It Started with a Kiss,#1173,"Taiwanese Drama - 2005, 20 episodes",8.1
Our Skyy 2: Bad Buddy x A Tale of Thousand Stars,#1174,"Thai Drama - 2023, 2 episodes",8.1
"My Boss, My Hero",#1175,"Japanese Drama - 2006, 10 episodes",8.1
Uncontrollably Fond,#1176,"Korean Drama - 2016, 20 episodes",8.1
The Dark Dice,#1177,"Thai Drama - 2025, 8 episodes",8.1
Solomon's Perjury,#1178,"Korean Drama - 2016, 12 episodes",8.1
Miman Keisatsu: Midnight Runner,#1179,"Japanese Drama - 2020, 10 episodes",8.1
Love Endures,#1180,"Chinese Drama - 2024, 32 episodes",8.1
Miss Crow with Mr. Lizard,#1181,"Chinese Drama - 2021, 36 episodes",8.1
To My Star Season 2: Our Untold Stories,#1182,"Korean Drama - 2022, 10 episodes",8.1
"Work Later, Drink Now Season 2",#1183,"Korean Drama - 2022, 12 episodes",8.1
Handsome Siblings,#1184,"Chinese Drama - 2020, 44 episodes",8.1
You Are My Destiny,#1185,"Korean Drama - 2014, 20 episodes",8.1
Game Sanaeha,#1186,"Thai Drama - 2018, 14 episodes",8.1
Shards of Her,#1187,"Taiwanese Drama - 2022, 9 episodes",8.1
Our Skyy 2: Vice Versa,#1188,"Thai Drama - 2023, 2 episodes",8.1
"Bring It On, Ghost",#1189,"Korean Drama - 2016, 16 episodes",8.1
My Dear Exes,#1190,"Japanese Drama - 2021, 10 episodes",8.1
Shark 2: The Storm,#1191,"Korean Drama - 2025, 6 episodes",8.1
Melo Movie,#1192,"Korean Drama - 2025, 10 episodes",8.1
The Queen's Classroom,#1193,"Japanese Drama - 2005, 11 episodes",8.1
Curious Business Proposal Story Y,#1194,"Korean Special - 2022, 1 episodes",8.1
Police in a Pod,#1195,"Japanese Drama - 2021, 9 episodes",8.1
Danger Zone: The Dark Night,#1196,"Taiwanese Drama - 2021, 12 episodes",8.1
4Minutes,#1197,"Thai Drama - 2024, 8 episodes",8.1
School 2017,#1198,"Korean Drama - 2017, 16 episodes",8.1
The Days,#1199,"Japanese Drama - 2023, 8 episodes",8.1
Deep Affection Eyes,#1200,"Chinese Drama - 2025, 26 episodes",8.1
Kazoku no Katachi,#1201,"Japanese Drama - 2016, 10 episodes",8.1
Drama Special Season 14: TV Cinema - Behind the Shadows,#1202,"Korean Special - 2023, 1 episodes",8.1
Sound of the Desert,#1203,"Chinese Drama - 2014, 35 episodes",8.1
Absolute Value of Romance,#1204,"Korean Drama - 2026, 16 episodes",8.1
Suparburoot Jorm Jon: Maturot Lohgan,#1205,"Thai Drama - 2019, 16 episodes",8.1
BORDER,#1206,"Japanese Drama - 2014, 9 episodes",8.1
"I'm Tee, Me Too",#1207,"Thai Drama - 2020, 8 episodes",8.1
Valentine's Day / Rokkaku,#1208,"Japanese Special - 2020, 1 episodes",8.1
The White Olive Tree,#1209,"Chinese Drama - 2025, 38 episodes",8.1
In a Class of Her Own,#1210,"Chinese Drama - 2020, 36 episodes",8.1
White Cat Legend,#1211,"Chinese Drama - 2024, 36 episodes",8.1
Somehow 18,#1212,"Korean Drama - 2017, 10 episodes",8.1
The Apartment Job,#1213,"Korean Drama - 2026, 12 episodes",8.1
Cold Case: Shinjitsu no Tobira Season 3,#1214,"Japanese Drama - 2020, 10 episodes",8.1
A River Runs Through It Special,#1215,"Chinese Special - 2021, 10 episodes",8.1
Sweet Tai Chi,#1216,"Chinese Drama - 2019, 24 episodes",8.1
A Restaurant with Many Problems,#1217,"Japanese Drama - 2015, 10 episodes",8.1
Please Be My Family,#1218,"Chinese Drama - 2023, 30 episodes",8.1
My Holo Love,#1219,"Korean Drama - 2020, 12 episodes",8.1
The Full-Time Wife Escapist,#1220,"Japanese Drama - 2016, 11 episodes",8.1
Ikebukuro West Gate Park,#1221,"Japanese Drama - 2000, 11 episodes",8.1
The Eternal Love,#1222,"Chinese Drama - 2017, 24 episodes",8.1
Romantics Anonymous,#1223,"Japanese Drama - 2025, 8 episodes",8.1
Blank Season 2,#1224,"Thai Drama - 2024, 6 episodes",8.1
Idol I,#1225,"Korean Drama - 2025, 12 episodes",8.1
Rainless Love in a Godless Land,#1226,"Taiwanese Drama - 2021, 13 episodes",8.1
Let Free the Curse of Taekwondo,#1227,"Korean Drama - 2024, 8 episodes",8.1
Inspector Koo,#1228,"Korean Drama - 2021, 12 episodes",8.1
Unmasked,#1229,"Korean Drama - 2025, 12 episodes",8.1
The Full-Time Wife Escapist: New Year's Special,#1230,"Japanese Drama - 2021, 1 episodes",8.1
The Crown Princess,#1231,"Thai Drama - 2018, 12 episodes",8.1
"The King's Daughter, Soo Baek Hyang",#1232,"Korean Drama - 2013, 108 episodes",8.1
Never Twice,#1233,"Korean Drama - 2019, 72 episodes",8.1
Cursed in Love,#1234,"Japanese Drama - 2020, 8 episodes",8.1
Kimi no Te ga Sasayaite Iru,#1235,"Japanese Special - 1997, 5 episodes",8.1
The Light in Your Eyes,#1236,"Korean Drama - 2019, 12 episodes",8.1
What Comes after Love,#1237,"Korean Drama - 2024, 6 episodes",8.1
Zombie Detective,#1238,"Korean Drama - 2020, 24 episodes",8.1
Until We Meet Again,#1239,"Thai Drama - 2019, 17 episodes",8.1
"Gogh, the Starry Night",#1240,"Korean Drama - 2016, 20 episodes",8.1
Kamen Rider Gavv,#1241,"Japanese Drama - 2024, 50 episodes",8.1
Mr. Brain,#1242,"Japanese Drama - 2009, 8 episodes",8.1
Vampire Prosecutor,#1243,"Korean Drama - 2011, 12 episodes",8.1
Squid Game Season 2,#1244,"Korean Drama - 2024, 7 episodes",8.1
Chimera,#1245,"Korean Drama - 2021, 16 episodes",8.1
The Phantom Thief Yamaneko,#1246,"Japanese Drama - 2016, 10 episodes",8.1
Life,#1247,"Japanese Drama - 2007, 11 episodes",8.1
What Did You Eat Yesterday? Season 2,#1248,"Japanese Drama - 2023, 12 episodes",8.1
Romance on the Farm,#1249,"Chinese Drama - 2023, 26 episodes",8.1
Karma,#1250,"Korean Drama - 2025, 6 episodes",8.1
Welcome to Waikiki Season 2,#1251,"Korean Drama - 2019, 16 episodes",8.1
Rooftop Prince,#1252,"Korean Drama - 2012, 20 episodes",8.1
He's Coming to Me,#1253,"Thai Drama - 2019, 8 episodes",8.1
Tokyo Vice,#1254,"Japanese Drama - 2022, 8 episodes",8.1
The Disguiser,#1255,"Chinese Drama - 2015, 48 episodes",8.1
Shopaholic Louis,#1256,"Korean Drama - 2016, 16 episodes",8.1
Surgeons,#1257,"Chinese Drama - 2017, 44 episodes",8.1
Joy of Life Special Edition,#1258,"Chinese Special - 2024, 25 episodes",8.1
Queen Mantis,#1259,"Korean Drama - 2025, 8 episodes",8.1
Dear X,#1260,"Korean Drama - 2025, 12 episodes",8.1
Always on the Move,#1261,"Chinese Drama - 2024, 39 episodes",8.1
Kamen Rider Den-O,#1262,"Japanese Drama - 2007, 49 episodes",8.1
The Heart of Genius,#1263,"Chinese Drama - 2022, 34 episodes",8.1
Warrior Baek Dong Soo,#1264,"Korean Drama - 2011, 29 episodes",8.1
A Piece of Your Mind,#1265,"Korean Drama - 2020, 12 episodes",8.1
The Killer Is Also Romantic,#1266,"Chinese Drama - 2022, 18 episodes",8.1
One the Woman,#1267,"Korean Drama - 2021, 16 episodes",8.1
The Aromantics,#1268,"Japanese Drama - 2022, 8 episodes",8.1
Soul Mate,#1269,"Japanese Drama - 2026, 8 episodes",8.1
"When It Rains, It Pours",#1270,"Japanese Drama - 2025, 7 episodes",8.1
TharnType Special: Our Final Love,#1271,"Thai Special - 2020, 1 episodes",8.1
Uncle,#1272,"Korean Drama - 2021, 16 episodes",8.1
Why Her?,#1273,"Korean Drama - 2022, 16 episodes",8.1
Rikuoh,#1274,"Japanese Drama - 2017, 10 episodes",8.1
Familiar Wife,#1275,"Korean Drama - 2018, 16 episodes",8.1
Public Affairs Office in the Sky,#1276,"Japanese Drama - 2013, 11 episodes",8.1
The Lady in Dignity,#1277,"Korean Drama - 2017, 20 episodes",8.1
Dragon Sakura Season 2,#1278,"Japanese Drama - 2021, 10 episodes",8.1
Falling for Innocence,#1279,"Korean Drama - 2015, 16 episodes",8.1
Escape,#1280,"Japanese Drama - 2025, 10 episodes",8.1
Listen to My Heart,#1281,"Korean Drama - 2011, 30 episodes",8.1
Definitely Not Today,#1282,"Chinese Drama - 2021, 8 episodes",8.1
Prince of Lan Ling,#1283,"Chinese Drama - 2013, 46 episodes",8.1
Whispers of Fate,#1284,"Chinese Drama - 2025, 40 episodes",8.1
The Victims' Game,#1285,"Taiwanese Drama - 2020, 8 episodes",8.1
The Legend of the Condor Heroes,#1286,"Chinese Drama - 2017, 52 episodes",8.1
Mada Mada Koi wa Tsuzuku yo Doko Made mo,#1287,"Japanese Drama - 2020, 10 episodes",8.1
17.3 About a Sex,#1288,"Japanese Drama - 2020, 9 episodes",8.1
Special Labor Inspector Mr. Jo,#1289,"Korean Drama - 2019, 32 episodes",8.1
The Blooms at Ruyi Pavilion,#1290,"Chinese Drama - 2020, 40 episodes",8.1
Moonlight Resonance,#1291,"Hong Kong Drama - 2008, 40 episodes",8.1
Doctor X Season 6,#1292,"Japanese Drama - 2019, 10 episodes",8.1
The Journey Across the Night,#1293,"Chinese Drama - 2020, 26 episodes",8.1
The Moon Brightens for You,#1294,"Chinese Drama - 2020, 36 episodes",8.1
Story of My Family!!!,#1295,"Japanese Drama - 2021, 10 episodes",8.1
My Huckleberry Friends,#1296,"Chinese Drama - 2017, 30 episodes",8.1
Into the Ring,#1297,"Korean Drama - 2020, 32 episodes",8.1
The Silent Sea,#1298,"Korean Drama - 2021, 8 episodes",8.1
Song of Youth,#1299,"Chinese Drama - 2021, 43 episodes",8.1
The Man of 0.5,#1300,"Japanese Drama - 2023, 5 episodes",8.1
The Legend of the Condor Heroes,#1301,"Chinese Drama - 2008, 50 episodes",8.1
I Told Sunset about You,#1302,"Thai Drama - 2020, 5 episodes",8.1
Typhoon Family,#1303,"Korean Drama - 2025, 16 episodes",8.1
Life in Smokey Blue,#1304,"Japanese Drama - 2026, 10 episodes",8.1
Punch,#1305,"Korean Drama - 2014, 19 episodes",8.1
The Journey of Flower,#1306,"Chinese Drama - 2015, 58 episodes",8.1
The Most Beautiful Goodbye,#1307,"Korean Drama - 2017, 4 episodes",8.1
Our Sister's Soulmate,#1308,"Japanese Drama - 2020, 9 episodes",8.1
Cool Doji Danshi,#1309,"Japanese Drama - 2023, 12 episodes",8.1
Cheer Up!,#1310,"Korean Drama - 2015, 12 episodes",8.1
Eternal Yesterday,#1311,"Japanese Drama - 2022, 8 episodes",8.1
Mischievous Kiss: Love in Tokyo Season 2,#1312,"Japanese Drama - 2014, 16 episodes",8.1
LoveSick 2024,#1313,"Thai Drama - 2024, 15 episodes",8.1
Filing for Love,#1314,"Korean Drama - 2026, 12 episodes",8.1
Love in Translation: Uncut,#1315,"Thai Drama - 2023, 8 episodes",8.1
Light on Me,#1316,"Korean Drama - 2021, 16 episodes",8.1
Because of Meeting You,#1317,"Chinese Drama - 2017, 56 episodes",8.1
Squad 38,#1318,"Korean Drama - 2016, 16 episodes",8.1
Love Your Enemy,#1319,"Korean Drama - 2024, 12 episodes",8.1
Let's Fight Ghost,#1320,"Thai Drama - 2021, 16 episodes",8.1
Girl from Nowhere Season 2,#1321,"Thai Drama - 2021, 8 episodes",8.1
Run On,#1322,"Korean Drama - 2020, 16 episodes",8.1
Rookie Agent Rouge,#1323,"Chinese Drama - 2016, 45 episodes",8.1
Make a Wish,#1324,"Chinese Drama - 2021, 24 episodes",8.1
The Wicked Game,#1325,"Thai Drama - 2025, 10 episodes",8.1
Door to Door,#1326,"Japanese Special - 2009, 1 episodes",8.1
Flower of Evil Special,#1327,"Korean Special - 2020, 1 episodes",8.1
"Rich Man, Poor Woman",#1328,"Japanese Drama - 2012, 11 episodes",8.1
Girls' Generation 1979,#1329,"Korean Drama - 2017, 8 episodes",8.1
Sunshine of My Life,#1330,"Chinese Drama - 2021, 45 episodes",8.1
Special Affairs Team TEN Season 2,#1331,"Korean Drama - 2013, 12 episodes",8.1
Natsuzora,#1332,"Japanese Drama - 2019, 156 episodes",8.1
Royal Nirvana,#1333,"Chinese Drama - 2019, 60 episodes",8.1
Mama,#1334,"Korean Drama - 2014, 24 episodes",8.1
On the Wings of Love,#1335,"Filipino Drama - 2015, 145 episodes",8.1
Kamen Rider Kuuga,#1336,"Japanese Drama - 2000, 49 episodes",8.1
Haechi,#1337,"Korean Drama - 2019, 48 episodes",8.1
Vivant,#1338,"Japanese Drama - 2023, 10 episodes",8.1
Tempest,#1339,"Korean Drama - 2025, 9 episodes",8.1
Start-Up,#1340,"Korean Drama - 2020, 16 episodes",8.1
Lucky's First Love,#1341,"Chinese Drama - 2019, 24 episodes",8.1
Connecting to You,#1342,"Taiwanese Drama - 2026, 12 episodes",8.1
Affair: Uncensored,#1343,"Thai Drama - 2024, 8 episodes",8.1
Flourish in Time,#1344,"Chinese Drama - 2021, 24 episodes",8.1
In Time with You,#1345,"Taiwanese Drama - 2011, 13 episodes",8.1
Island,#1346,"Korean Drama - 2022, 6 episodes",8.1
Pretty Proofreader,#1347,"Japanese Drama - 2016, 10 episodes",8.1
Nagatan and Aoto: Ichika's Cook Book,#1348,"Japanese Drama - 2023, 10 episodes",8.1
Riverside Code at Qingming Festival,#1349,"Chinese Drama - 2024, 26 episodes",8.1
Whale Store xoxo,#1350,"Thai Drama - 2025, 10 episodes",8.1
Ao Haru Ride,#1351,"Japanese Drama - 2023, 8 episodes",8.1
Yu Yu Hakusho,#1352,"Japanese Drama - 2023, 5 episodes",8.1
Chocolate,#1353,"Korean Drama - 2019, 16 episodes",8.1
Back to 1989,#1354,"Taiwanese Drama - 2016, 21 episodes",8.1
Reply 1994,#1355,"Korean Drama - 2013, 21 episodes",8.1
Serendipity's Embrace,#1356,"Korean Drama - 2024, 8 episodes",8.1
Encounter,#1357,"Korean Drama - 2018, 16 episodes",8.1
True to Love,#1358,"Korean Drama - 2023, 14 episodes",8.1
Nothing Gold Can Stay,#1359,"Chinese Drama - 2017, 74 episodes",8.1
SF8: Joan's Galaxy,#1360,"Korean Special - 2020, 1 episodes",8.1
Legend of Yun Xi,#1361,"Chinese Drama - 2018, 48 episodes",8.1
Punks Triangle,#1362,"Japanese Drama - 2025, 8 episodes",8.1
Shiawase Kanako no Koroshiya Seikatsu,#1363,"Japanese Drama - 2025, 6 episodes",8.1
Memory Lost,#1364,"Chinese Drama - 2016, 12 episodes",8.1
KBS Drama Special 2013: My Friend Is Still Alive,#1365,"Korean Drama - 2013, 1 episodes",8.1
Romance Is a Bonus Book,#1366,"Korean Drama - 2019, 16 episodes",8.1
Iryu Team Medical Dragon,#1367,"Japanese Drama - 2006, 11 episodes",8.1
Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?!,#1368,"Japanese Drama - 2020, 12 episodes",8.1
The Mystic Nine,#1369,"Chinese Drama - 2016, 48 episodes",8.1
Enigma Black Stage,#1370,"Thai Drama - 2025, 5 episodes",8.1
Dark Night and Dawn,#1371,"Chinese Drama - 2024, 38 episodes",8.1
Contrast,#1372,"Japanese Drama - 2026, 8 episodes",8.1
Narco-Saints,#1373,"Korean Drama - 2022, 6 episodes",8.1
Doctor Cha,#1374,"Korean Drama - 2023, 16 episodes",8.1
Crisis: Special Security Squad,#1375,"Japanese Drama - 2017, 10 episodes",8.1
He Who Can't Marry,#1376,"Japanese Drama - 2006, 12 episodes",8.1
The Greatest Love,#1377,"Korean Drama - 2011, 16 episodes",8.1
A Girl Like Me,#1378,"Chinese Drama - 2021, 40 episodes",8.1
Denied Love Special Endless,#1379,"Thai Drama - 2026, 2 episodes",8.1
Warm on a Cold Night,#1380,"Chinese Drama - 2023, 36 episodes",8.1
Ressha Sentai ToQger,#1381,"Japanese Drama - 2014, 47 episodes",8.1
Idol: The Coup,#1382,"Korean Drama - 2021, 12 episodes",8.1
The Heart Killers,#1383,"Thai Drama - 2024, 12 episodes",8.1
Fermat's Cuisine,#1384,"Japanese Drama - 2023, 10 episodes",8.1
Love Revolution,#1385,"Korean Drama - 2020, 30 episodes",8.1
To Love,#1386,"Chinese Drama - 2020, 40 episodes",8.1
Kindaichi Shonen no Jikenbo N,#1387,"Japanese Drama - 2014, 9 episodes",8.1
Live On,#1388,"Korean Drama - 2020, 8 episodes",8.1
Maestra: Strings of Truth,#1389,"Korean Drama - 2023, 12 episodes",8.1
CEO's Arrange Bride,#1390,"Chinese Drama - 2025, 85 episodes",8.1
Journey with You,#1391,"Chinese Drama - 2026, 8 episodes",8.1
Code Blue,#1392,"Japanese Drama - 2008, 11 episodes",8.1
A Virtuous Business,#1393,"Korean Drama - 2024, 12 episodes",8.1
I Hear the Sunspot,#1394,"Japanese Drama - 2024, 12 episodes",8.1
Dance of the Sky Empire,#1395,"Chinese Drama - 2020, 28 episodes",8.1
Hu Tong: Chapter 1,#1396,"Chinese Special - 2022, 14 episodes",8.1
Don't Dare to Dream,#1397,"Korean Drama - 2016, 24 episodes",8.1
Love Destiny Uncut,#1398,"Thai Drama - 2018, 40 episodes",8.1
All-Boys High,#1399,"Korean Drama - 2019, 10 episodes",8.1
Loving Strangers,#1400,"Chinese Drama - 2026, 28 episodes",8.1
Walking on Thin Ice,#1401,"Korean Drama - 2025, 12 episodes",8.1
Mask,#1402,"Korean Drama - 2015, 20 episodes",8.1
The Ingenious One,#1403,"Chinese Drama - 2023, 36 episodes",8.1
The First Half of My Life,#1404,"Chinese Drama - 2017, 42 episodes",8.1
Drama Festa: Hello Dracula,#1405,"Korean Special - 2020, 2 episodes",8.1
Memory Lost Season 3,#1406,"Chinese Drama - 2016, 12 episodes",8.1
Realm's Night Rain Dreamlike,#1407,"Chinese Drama - 2025, 24 episodes",8.0
Island Part 2,#1408,"Korean Drama - 2023, 6 episodes",8.1
Begin Again: Special,#1409,"Chinese Special - 2020, 1 episodes",8.0
Suits,#1410,"Korean Drama - 2018, 16 episodes",8.1
Straight to Hell,#1411,"Japanese Drama - 2026, 9 episodes",8.1
"Your Summer, My Storm",#1412,"Japanese Drama - 2026, 10 episodes",7.8
Eagles and Youngster,#1413,"Chinese Drama - 2018, 40 episodes",8.1
Yummy Yummy Yummy,#1414,"Chinese Drama - 2025, 32 episodes",8.1
The Comments,#1415,"Thai Drama - 2021, 5 episodes",8.1
Wind Direction,#1416,"Chinese Drama - 2024, 30 episodes",8.1
Midnight Diner Season 3,#1417,"Japanese Drama - 2014, 10 episodes",8.1
BORDER: Shokuzai,#1418,"Japanese Special - 2017, 1 episodes",8.1
Korea-Khitan War,#1419,"Korean Drama - 2023, 32 episodes",8.1
Jitenshaya-san no Takahashi-kun,#1420,"Japanese Drama - 2022, 8 episodes",8.0
The Best of You in My Mind,#1421,"Chinese Drama - 2020, 24 episodes",8.0
Persona: Sulli,#1422,"Korean Drama - 2023, 2 episodes",8.1
Insect Detective,#1423,"Chinese Drama - 2020, 24 episodes",8.0
Stealth Walker,#1424,"Chinese Drama - 2021, 24 episodes",8.0
God's Quiz Season 4,#1425,"Korean Drama - 2014, 12 episodes",8.0
All Is Well,#1426,"Chinese Drama - 2019, 46 episodes",8.0
"Bread, Love and Dreams",#1427,"Korean Drama - 2010, 30 episodes",8.0
The Secret of Us,#1428,"Thai Drama - 2024, 8 episodes",8.0
The Dream Life of Mr. Kim,#1429,"Korean Drama - 2025, 12 episodes",8.0
Beside the Sky Special Episode,#1430,"Thai Drama - 2026, 1 episodes",8.1
The Rain in Espana,#1431,"Filipino Drama - 2023, 10 episodes",8.0
The Love Equations,#1432,"Chinese Drama - 2020, 27 episodes",8.0
"Caution, Hazardous Wife",#1433,"Japanese Drama - 2017, 10 episodes",8.0
The Hippocratic Crush,#1434,"Hong Kong Drama - 2012, 25 episodes",8.0
Hwarang,#1435,"Korean Drama - 2016, 20 episodes",8.0
The Killing Vote,#1436,"Korean Drama - 2023, 12 episodes",8.0
Between Us Special,#1437,"Thai Drama - 2021, 6 episodes",8.0
Money Flower,#1438,"Korean Drama - 2017, 24 episodes",8.0
Please Classmate,#1439,"Chinese Drama - 2021, 24 episodes",8.0
Legend of Fei,#1440,"Chinese Drama - 2020, 51 episodes",8.0
Love in the Air,#1441,"Thai Drama - 2022, 13 episodes",8.0
Love Mechanics,#1442,"Thai Drama - 2022, 10 episodes",8.0
High Kick Season 3,#1443,"Korean Drama - 2011, 123 episodes",8.0
"Marriage, Not Dating",#1444,"Korean Drama - 2014, 16 episodes",8.0
Black,#1445,"Korean Drama - 2017, 18 episodes",8.0
"Link: Eat, Love, Kill",#1446,"Korean Drama - 2022, 16 episodes",8.0
Sniper Butterfly,#1447,"Chinese Drama - 2025, 30 episodes",8.0
Legend of Mi Yue,#1448,"Chinese Drama - 2015, 81 episodes",8.0
Mama Gogo,#1449,"Thai Drama - 2022, 12 episodes",8.0
MuTeLuv,#1450,"Thai Drama - 2025, 28 episodes",8.0
Memory of Encaustic Tile,#1451,"Chinese Drama - 2022, 34 episodes",8.0
Not Others,#1452,"Korean Drama - 2023, 12 episodes",8.0
Ototo no Otto,#1453,"Japanese Drama - 2018, 3 episodes",8.0
Criminologist Himura and Mystery Writer Arisugawa,#1454,"Japanese Drama - 2016, 10 episodes",8.0
I've Fallen for You,#1455,"Chinese Drama - 2020, 24 episodes",8.0
Spooky in Love,#1456,"Korean Drama - 2026, 12 episodes",8.0
